entry_time,exit_time,signal,entry_spot,exit_spot,strike,entry_premium,exit_premium,exit_reason,pnl_usd
2026-02-11 14:00,2026-02-11 14:45,bullish,68428.5,66566.0,66000,2448.8222,847.2256,SL,-1601596.62
2026-02-11 21:15,2026-02-11 23:15,bullish,68163.0,66991.0,66000,2176.4931,1002.9677,SL,-1173525.37
2026-02-12 10:45,2026-02-12 16:00,bullish,67985.5,66529.0,66000,2061.2932,789.5454,SL,-1271747.77
2026-02-13 08:45,2026-02-13 23:45,bullish,66683.0,68865.0,65000,1814.877,3865.0,EOD,2050122.96
2026-02-14 07:30,2026-02-14 23:45,bullish,69159.5,69800.0,67000,2255.2777,2800.0,EOD,544722.28
2026-02-15 04:00,2026-02-15 13:15,bullish,70414.0,69007.0,68000,2521.5086,1212.9242,SL,-1308584.39
2026-02-16 09:15,2026-02-16 15:30,bullish,68938.0,67419.5,67000,2040.2085,738.5605,SL,-1301647.98
2026-02-16 21:45,2026-02-16 23:45,bullish,68841.5,68870.0,67000,1841.965,1870.0,EOD,28035.05
2026-02-17 02:15,2026-02-17 10:30,bullish,69020.0,67764.5,67000,2191.4705,1087.4711,SL,-1103999.45
2026-02-17 14:30,2026-02-17 19:00,bearish,67074.5,68147.5,69000,1971.3748,957.2791,SL,-1014095.66
2026-02-18 11:00,2026-02-18 23:45,bearish,67361.5,66440.0,69000,1760.1389,2560.0,EOD,799861.11
2026-02-19 11:30,2026-02-19 23:45,bearish,66643.0,66980.0,69000,2398.712,2020.0,EOD,-378711.97
2026-02-20 11:45,2026-02-20 23:45,bearish,67297.5,67985.5,69000,1804.6435,1014.5001,EOD,-790143.41
2026-02-21 03:30,2026-02-21 23:45,bearish,67597.0,67940.0,70000,2514.2056,2060.0,EOD,-454205.63
2026-02-22 12:30,2026-02-22 23:45,bearish,67863.0,67621.0,70000,2188.8483,2379.0,EOD,190151.73
2026-02-23 02:00,2026-02-23 09:30,bearish,64713.0,66255.0,67000,2485.8317,1190.4505,SL,-1295381.11
2026-02-23 15:45,2026-02-23 23:45,bearish,65640.5,64632.5,68000,2372.4783,3367.5,EOD,995021.7
2026-02-24 02:00,2026-02-24 23:45,bearish,64221.0,64037.0,66000,1972.4579,1963.0,EOD,-9457.92
2026-02-25 12:15,2026-02-25 23:45,bullish,65748.0,67958.5,64000,1823.7562,3958.5,EOD,2134743.8
2026-02-27 04:00,2026-02-27 10:45,bullish,67903.5,66582.5,66000,2065.9174,951.6024,SL,-1114315.0
2026-02-28 04:00,2026-02-28 20:45,bearish,65723.0,66927.0,68000,2387.1914,1103.116,SL,-1284075.36
2026-03-01 09:30,2026-03-01 23:45,bearish,66275.5,65747.0,68000,1847.9636,2253.0,EOD,405036.42
2026-03-02 07:00,2026-03-02 14:45,bearish,65668.0,67135.0,68000,2409.0112,1067.4345,SL,-1341576.78
2026-03-02 14:45,2026-03-02 23:45,bullish,67135.0,68809.0,65000,2162.3173,3809.0,EOD,1646682.68
2026-03-03 16:00,2026-03-03 23:45,bullish,68445.0,68301.5,66000,2478.4631,2301.5,EOD,-176963.08
2026-03-04 06:30,2026-03-04 23:45,bullish,68646.0,72648.0,67000,1826.9716,5648.0,EOD,3821028.42
2026-03-05 10:15,2026-03-05 15:00,bullish,73130.0,71765.0,71000,2217.8328,1013.0628,SL,-1204769.97
2026-03-07 04:00,2026-03-07 23:45,bearish,67926.5,67239.5,70000,2223.4409,2760.5,EOD,537059.1
2026-03-08 02:45,2026-03-08 23:45,bearish,66898.5,65941.5,69000,2254.4268,3058.5,EOD,804073.18
2026-03-10 07:15,2026-03-10 23:45,bullish,70297.5,69909.0,68000,2386.1409,1909.0,EOD,-477140.85
2026-03-11 13:00,2026-03-11 23:45,bullish,69823.5,70156.5,68000,1898.4431,2156.5,EOD,258056.92
2026-03-12 09:30,2026-03-12 23:45,bullish,70245.0,70487.0,68000,2316.9414,2487.0,EOD,170058.57
2026-03-13 07:15,2026-03-13 23:45,bullish,71485.0,70903.5,69000,2560.5924,1903.5,EOD,-657092.42
2026-03-15 02:00,2026-03-15 23:45,bullish,71275.5,72786.5,69000,2426.2697,3786.5,EOD,1360230.34
2026-03-16 03:30,2026-03-16 23:45,bullish,73755.0,74854.0,72000,1996.1922,2854.0,EOD,857807.78
2026-03-17 17:45,2026-03-17 23:45,bullish,74488.0,73879.0,72000,2495.1877,1879.0,EOD,-616187.73
2026-03-18 03:15,2026-03-18 11:45,bullish,74487.0,72913.0,72000,2616.388,1204.7196,SL,-1411668.35
2026-03-18 12:00,2026-03-18 23:45,bearish,72725.0,71210.5,75000,2336.8674,3789.5,EOD,1452632.55
2026-03-19 04:00,2026-03-19 23:45,bearish,70842.5,69897.5,73000,2314.6001,3102.5,EOD,787899.86
2026-03-20 10:15,2026-03-20 23:45,bearish,70300.5,70480.5,72000,1839.0916,1519.5,EOD,-319591.6
2026-03-21 16:15,2026-03-21 23:45,bearish,70399.5,68887.5,72000,1663.4898,3112.5,EOD,1449010.23
2026-03-22 07:30,2026-03-22 23:45,bearish,68917.5,67842.0,71000,2197.167,3158.0,EOD,960833.0
2026-03-23 06:45,2026-03-23 11:00,bearish,67851.5,70934.0,70000,2257.7495,286.7627,SL,-1970986.77
2026-03-24 07:15,2026-03-24 16:15,bullish,70896.5,69776.0,69000,2039.8807,975.9563,SL,-1063924.41
2026-03-24 21:30,2026-03-24 23:45,bullish,70248.0,70530.5,68000,2248.1255,2530.5,EOD,282374.48
2026-03-25 04:00,2026-03-25 23:45,bullish,70825.0,71307.0,69000,2022.3933,2307.0,EOD,284606.66
2026-03-27 08:00,2026-03-27 23:45,bearish,68435.5,66371.0,70000,1748.8632,3629.0,EOD,1880136.82
2026-03-28 10:15,2026-03-28 23:45,bearish,66140.0,66349.5,68000,1955.7136,1650.5,EOD,-305213.56
2026-03-29 10:15,2026-03-29 23:45,bearish,66446.5,65984.0,68000,1693.8158,2016.0,EOD,322184.23
2026-03-30 14:30,2026-03-30 23:45,bearish,67103.0,66771.5,69000,1945.1266,2228.5,EOD,283373.41
2026-03-31 08:30,2026-03-31 17:00,bearish,66825.0,68439.0,69000,2258.2965,798.3228,SL,-1459973.7
2026-04-01 04:45,2026-04-01 23:45,bullish,68279.5,68092.5,66000,2383.8619,2092.5,EOD,-291361.85
2026-04-02 14:30,2026-04-02 23:45,bullish,67018.0,66880.0,65000,2052.2773,1880.0,EOD,-172277.3
2026-04-03 07:30,2026-04-03 23:45,bullish,67049.5,66936.0,65000,2147.4995,1936.0,EOD,-211499.53
2026-04-04 06:45,2026-04-04 23:45,bullish,66989.0,67276.0,65000,2102.1066,2276.0,EOD,173893.42
2026-04-05 10:30,2026-04-05 23:45,bullish,67061.0,69001.0,65000,2128.0782,4001.0,EOD,1872921.83
2026-04-06 06:00,2026-04-06 23:45,bullish,69283.0,68828.5,67000,2380.3191,1828.5,EOD,-551819.06
2026-04-07 09:00,2026-04-07 14:45,bullish,69076.5,67838.5,67000,2165.6952,1046.856,SL,-1118839.22
2026-04-07 19:45,2026-04-07 23:45,bullish,68983.0,71897.0,67000,1987.3038,4897.0,EOD,2909696.17
2026-04-08 05:15,2026-04-08 23:15,bullish,71687.0,71003.0,70000,2028.6146,1006.1049,SL,-1022509.71
2026-04-09 08:30,2026-04-09 23:45,bullish,71301.0,71770.0,69000,2381.6348,2770.0,EOD,388365.21
2026-04-10 11:00,2026-04-10 23:45,bullish,72090.5,72924.0,70000,2169.6228,2924.0,EOD,754377.16
2026-04-11 03:00,2026-04-11 23:45,bullish,73010.0,73017.0,71000,2203.5327,2017.0,EOD,-186532.71
2026-04-13 04:45,2026-04-13 14:45,bearish,70861.0,72355.0,73000,2289.9163,945.364,SL,-1344552.32
2026-04-13 16:15,2026-04-13 23:45,bullish,72200.0,74391.5,70000,2221.3496,4391.5,EOD,2170150.42
2026-04-14 06:45,2026-04-14 23:45,bullish,74493.0,74113.5,72000,2585.9163,2113.5,EOD,-472416.33
2026-04-15 11:45,2026-04-15 23:45,bullish,74162.0,74784.0,72000,2233.7372,2784.0,EOD,550262.82
2026-04-16 02:30,2026-04-16 13:45,bullish,75157.5,73762.5,73000,2348.0645,1057.4737,SL,-1290590.79
2026-04-16 18:45,2026-04-16 23:45,bullish,75007.5,75115.0,73000,2021.2755,2115.0,EOD,93724.53
2026-04-17 06:15,2026-04-17 23:45,bullish,74773.0,77031.0,73000,1977.6415,4031.0,EOD,2053358.46
2026-04-19 12:00,2026-04-19 18:30,bullish,75636.5,74669.5,74000,1778.9127,858.2819,SL,-920630.71
2026-04-19 20:30,2026-04-19 23:45,bearish,74432.0,73752.0,76000,1583.0184,2248.0,EOD,664981.63
2026-04-21 02:30,2026-04-21 23:45,bearish,75567.5,76288.5,78000,2599.9454,1711.5,EOD,-888445.43
2026-04-22 02:00,2026-04-22 23:45,bullish,76696.0,78140.0,75000,1998.3819,3140.0,EOD,1141618.13
2026-04-23 14:45,2026-04-23 23:45,bullish,78133.0,78215.0,76000,2185.748,2215.0,EOD,29251.99
2026-04-24 02:00,2026-04-24 22:30,bullish,78349.5,77242.0,76000,2538.2169,1246.2884,SL,-1291928.59
2026-04-25 09:30,2026-04-25 23:45,bullish,77685.0,77584.0,76000,1873.9469,1584.0,EOD,-289946.92
2026-04-26 04:45,2026-04-26 23:45,bullish,77727.5,78610.5,76000,1987.7576,2610.5,EOD,622742.39
2026-04-27 02:00,2026-04-27 06:30,bullish,79142.0,77568.5,77000,2372.3562,1141.9693,SL,-1230386.89
2026-04-27 13:45,2026-04-27 23:45,bearish,77700.0,77331.0,80000,2356.5993,2669.0,EOD,312400.72
2026-04-28 02:30,2026-04-28 23:45,bearish,76666.5,76298.0,79000,2523.0532,2702.0,EOD,178946.81
2026-04-29 13:30,2026-04-29 23:45,bearish,76529.5,75749.5,79000,2514.7427,3250.5,EOD,735757.3
2026-04-30 02:45,2026-04-30 23:45,bearish,75663.5,76305.5,78000,2515.3624,1694.5,EOD,-820862.4
2026-05-01 12:00,2026-05-01 23:45,bullish,77519.5,78191.5,76000,1693.3824,2191.5,EOD,498117.63
2026-05-02 02:45,2026-05-02 23:45,bullish,78319.5,78653.0,76000,2503.2565,2653.0,EOD,149743.52
2026-05-03 07:15,2026-05-03 23:45,bullish,78366.5,78529.0,76000,2487.5703,2529.0,EOD,41429.66
2026-05-04 02:00,2026-05-04 10:15,bullish,79899.0,78466.0,78000,2184.322,998.0602,SL,-1186261.77
2026-05-04 14:30,2026-05-04 23:45,bullish,79484.0,79826.5,77000,2519.3462,2826.5,EOD,307153.83
2026-05-05 02:00,2026-05-05 23:45,bullish,80409.5,80861.5,78000,2603.4615,2861.5,EOD,258038.53
2026-05-06 08:30,2026-05-06 23:45,bullish,81666.5,81390.0,80000,1904.4948,1390.0,EOD,-514494.78
2026-05-07 06:30,2026-05-07 15:15,bullish,81329.5,79819.0,79000,2481.8233,1096.9531,SL,-1384870.22
2026-05-08 09:00,2026-05-08 23:45,bullish,79940.0,80156.5,78000,2106.6255,2156.5,EOD,49874.48
2026-05-09 02:00,2026-05-09 23:45,bullish,80401.0,80635.0,78000,2596.2591,2635.0,EOD,38740.91
2026-05-10 03:00,2026-05-10 23:45,bullish,80749.5,82178.0,79000,2059.5839,3178.0,EOD,1118416.15
2026-05-11 12:15,2026-05-11 23:45,bullish,81267.0,81700.0,79000,2349.3119,2700.0,EOD,350688.15
2026-05-13 02:00,2026-05-13 12:00,bullish,81021.5,80490.5,79000,2290.6701,1688.1602,Flip,-602509.95
2026-05-13 12:00,2026-05-13 23:45,bearish,80490.5,79288.5,82000,1712.6917,2711.5,EOD,998808.29
2026-05-14 03:30,2026-05-14 14:30,bearish,79168.0,80300.0,81000,2117.2507,1046.0896,SL,-1071161.15
2026-05-15 04:15,2026-05-15 23:45,bearish,80864.0,79070.0,83000,2363.9554,3930.0,EOD,1566044.6
2026-05-16 04:15,2026-05-16 23:45,bearish,79006.5,78105.5,81000,2233.1916,2894.5,EOD,661308.44
2026-05-17 02:00,2026-05-17 23:45,bearish,77838.0,77430.0,80000,2395.4494,2570.0,EOD,174550.63
2026-05-18 06:00,2026-05-18 23:45,bearish,76847.5,76963.5,79000,2323.8322,2036.5,EOD,-287332.17
2026-05-19 02:00,2026-05-19 23:45,bearish,76689.0,76801.0,79000,2510.7001,2199.0,EOD,-311700.1
2026-05-20 13:30,2026-05-20 23:45,bearish,77054.5,77511.0,79000,2036.3542,1489.0,EOD,-547354.22
2026-05-21 06:45,2026-05-21 23:45,bearish,77593.0,77586.5,80000,2537.9559,2413.5,EOD,-124455.86
2026-05-22 06:15,2026-05-22 23:45,bearish,77423.5,75508.5,79000,1855.2995,3491.5,EOD,1636200.5
2026-05-23 06:30,2026-05-23 20:45,bearish,75415.5,77258.5,77000,1840.9996,241.2039,SL,-1599795.69
2026-05-24 09:15,2026-05-24 23:45,bullish,76922.0,77030.5,75000,2069.7327,2030.5,EOD,-39232.72
2026-05-25 04:30,2026-05-25 23:45,bullish,77216.0,77281.5,75000,2385.9031,2281.5,EOD,-104403.1
2026-05-26 10:15,2026-05-26 17:45,bullish,77198.5,75910.0,75000,2296.8044,1067.9217,SL,-1228882.67
2026-05-27 13:00,2026-05-27 23:45,bearish,75423.0,74425.0,77000,1719.0036,2575.0,EOD,855996.4
2026-05-28 02:15,2026-05-28 23:45,bearish,74188.5,73599.0,76000,2078.0696,2401.0,EOD,322930.37
2026-05-29 02:45,2026-05-29 17:00,bearish,73209.5,74218.5,75000,2045.6134,988.9028,SL,-1056710.62
2026-05-30 04:15,2026-05-30 23:45,bearish,73317.0,73864.5,75000,1938.4431,1135.5,EOD,-802943.02
2026-05-31 07:30,2026-05-31 23:45,bearish,73836.0,73662.0,76000,2295.3953,2338.0,EOD,42604.68
2026-06-01 02:00,2026-06-01 23:45,bearish,73527.5,71394.0,76000,2626.7395,4606.0,EOD,1979260.49
2026-06-02 02:00,2026-06-02 23:45,bearish,70326.5,66736.5,72000,1938.8791,5263.5,EOD,3324620.92
2026-06-03 03:00,2026-06-03 23:45,bearish,66495.0,64124.5,68000,1800.1171,3875.5,EOD,2075382.95
2026-06-04 02:00,2026-06-04 03:00,bearish,62372.0,63937.0,64000,1927.7936,908.0799,SL,-1019713.77
2026-06-04 09:15,2026-06-04 13:45,bearish,62833.5,64209.5,65000,2307.7837,1139.4753,SL,-1168308.45
2026-06-05 02:15,2026-06-05 23:45,bearish,62678.0,61027.5,65000,2425.4285,3972.5,EOD,1547071.46
2026-06-06 04:00,2026-06-06 08:15,bearish,60110.0,61380.5,62000,2014.9516,984.0149,SL,-1030936.69
2026-06-07 12:30,2026-06-07 22:00,bearish,61623.0,63631.0,64000,2399.5787,460.7232,SL,-1938855.53
2026-06-08 12:00,2026-06-08 15:00,bearish,62683.5,64162.0,65000,2346.8837,1023.1704,SL,-1323713.25
2026-06-09 09:30,2026-06-09 23:45,bearish,62647.0,61701.5,65000,2397.5729,3298.5,EOD,900927.05
2026-06-10 02:30,2026-06-10 13:30,bearish,61341.5,62364.0,63000,1844.9183,898.2054,SL,-946712.91
2026-06-11 16:45,2026-06-11 23:45,bearish,62552.5,63604.5,65000,2452.5287,1395.5,EOD,-1057028.73
2026-06-12 06:15,2026-06-12 15:00,bearish,63127.0,64351.5,65000,1995.8548,886.4137,SL,-1109441.04
2026-06-13 21:30,2026-06-13 23:45,bullish,64544.5,64424.0,63000,1546.3146,1424.0,EOD,-122314.62
2026-06-14 02:00,2026-06-14 17:45,bullish,64593.5,63712.0,63000,1811.8249,856.7707,SL,-955054.16
2026-06-14 21:15,2026-06-14 23:45,bullish,64756.0,65709.5,63000,1757.0389,2709.5,EOD,952461.1
2026-06-15 03:30,2026-06-15 23:45,bullish,65888.5,66293.0,64000,2044.9521,2293.0,EOD,248047.91
2026-06-16 06:15,2026-06-16 23:45,bullish,66313.0,65652.0,64000,2390.6608,1652.0,EOD,-738660.82
2026-06-17 02:15,2026-06-17 10:45,bullish,66073.0,64777.0,64000,2215.548,1066.3056,SL,-1149242.35
2026-06-17 15:30,2026-06-17 19:15,bullish,65474.0,64442.0,63000,2482.6438,1461.7449,Flip,-1020898.89
2026-06-17 19:15,2026-06-17 23:45,bearish,64442.0,64484.0,66000,1603.1517,1516.0,EOD,-87151.67
2026-06-18 03:30,2026-06-18 23:45,bearish,64305.0,62931.0,66000,1886.16,3069.0,EOD,1182839.96
2026-06-19 03:15,2026-06-19 23:45,bearish,62816.5,63519.5,65000,2294.7559,1480.5,EOD,-814255.88
