entry_time,exit_time,signal,entry_spot,exit_spot,strike,entry_premium,exit_premium,exit_reason,pnl_usd
2026-05-23 07:15,2026-05-23 20:45,bearish,75251.0,77258.5,77000,1958.6409,241.2039,SL,-1717436.98
2026-05-26 10:30,2026-05-26 17:15,bullish,77474.0,76033.0,75000,2543.1092,1178.584,SL,-1364525.15
2026-05-27 13:30,2026-05-27 23:45,bearish,74907.5,74425.0,77000,2160.3957,2575.0,EOD,414604.34
2026-05-28 03:15,2026-05-28 23:45,bearish,73720.0,73599.0,76000,2447.6473,2401.0,EOD,-46647.32
2026-05-29 13:00,2026-05-29 17:00,bearish,73107.0,74218.5,75000,1980.8961,988.9028,SL,-991993.35
2026-05-31 14:15,2026-05-31 23:45,bearish,73565.5,73662.0,76000,2467.1729,2338.0,EOD,-129172.88
2026-06-01 07:45,2026-06-01 23:45,bearish,72784.0,71394.0,75000,2332.0604,3606.0,EOD,1273939.62
2026-06-02 02:00,2026-06-02 23:45,bearish,70326.5,66736.5,72000,1938.8791,5263.5,EOD,3324620.92
2026-06-03 15:45,2026-06-03 23:45,bearish,66054.0,64124.5,68000,1976.2818,3875.5,EOD,1899218.15
2026-06-04 02:00,2026-06-04 03:00,bearish,62372.0,63937.0,64000,1927.7936,908.0799,SL,-1019713.77
2026-06-05 13:45,2026-06-05 23:45,bearish,60707.0,61027.5,63000,2404.9439,1972.5,EOD,-432443.91
2026-06-06 04:30,2026-06-06 08:15,bearish,59764.5,61380.5,62000,2314.4115,984.0149,SL,-1330396.63
2026-06-07 19:30,2026-06-07 22:00,bearish,61198.5,63631.0,63000,1806.4781,39.4438,SL,-1767034.29
2026-06-09 14:00,2026-06-09 23:45,bearish,61992.5,61701.5,64000,2039.1857,2298.5,EOD,259314.34
2026-06-13 21:30,2026-06-13 23:45,bullish,64544.5,64424.0,63000,1546.3146,1424.0,EOD,-122314.62
2026-06-14 21:15,2026-06-14 23:45,bullish,64756.0,65709.5,63000,1757.0389,2709.5,EOD,952461.1
2026-06-15 11:15,2026-06-15 23:45,bullish,66229.0,66293.0,64000,2273.1118,2293.0,EOD,19888.15
2026-06-16 08:45,2026-06-16 14:15,bullish,66871.0,65519.0,65000,1976.9317,821.2294,SL,-1155702.27
2026-06-18 15:15,2026-06-18 23:45,bearish,63221.5,62931.0,65000,1817.2381,2069.0,EOD,251761.92
